match_id,B365H,B365D,B365A,odds_p_home,odds_p_draw
3890561,3.2,3.8,2.05,0.2939,0.2475
3890505,1.13,9.0,21.0,0.8479,0.1065
3890511,1.5,4.2,7.0,0.6364,0.2273
3890515,2.05,3.4,3.6,0.4603,0.2775
3890411,2.15,3.4,3.4,0.4416,0.2792
3890397,1.8,3.5,4.5,0.5224,0.2687
3890401,1.17,8.0,15.0,0.8168,0.1195
3890396,1.57,4.2,5.75,0.6072,0.227
3890384,1.2,7.5,12.0,0.7937,0.127
3890385,1.6,4.0,5.75,0.5959,0.2383
3890282,2.0,3.5,3.8,0.4767,0.2724
3890287,1.13,9.5,19.0,0.8486,0.1009
3890269,2.88,3.5,2.4,0.3308,0.2722
3890268,2.05,3.5,3.6,0.464,0.2718
3890402,2.63,3.5,2.63,0.3634,0.2731
3890564,2.0,3.5,3.8,0.4767,0.2724
3890563,1.5,4.33,6.5,0.634,0.2196
3890562,1.29,5.75,8.0,0.7217,0.1619
3890560,3.5,3.75,2.0,0.2715,0.2534
3890559,1.08,11.0,26.0,0.8774,0.0861
3890558,2.05,3.6,3.5,0.464,0.2642
3890557,2.0,3.75,3.5,0.4751,0.2534
3890556,2.3,4.0,2.75,0.4147,0.2385
3890555,1.75,3.6,5.0,0.5446,0.2648
3890554,2.8,3.75,2.38,0.3421,0.2554
3890553,7.0,4.75,1.45,0.137,0.2018
3890552,2.1,3.8,3.2,0.4527,0.2502
3890551,2.7,3.4,2.63,0.3545,0.2815
3890550,1.91,3.8,3.8,0.4987,0.2507
3890549,1.7,4.2,4.5,0.561,0.2271
3890548,15.0,7.0,1.18,0.0631,0.1352
3890547,3.4,3.75,2.05,0.2805,0.2543
3890546,2.05,3.6,3.5,0.464,0.2642
3890545,1.8,3.75,4.33,0.5275,0.2532
3890544,1.8,3.6,4.6,0.5287,0.2644
3890543,3.8,4.0,1.85,0.2497,0.2373
3890542,1.36,5.0,8.5,0.6983,0.1899
3890541,1.4,5.0,7.5,0.6818,0.1909
3890540,1.62,3.75,6.0,0.5875,0.2538
3890539,2.5,3.2,3.0,0.3825,0.2988
3890538,2.45,3.25,3.0,0.389,0.2933
3890537,2.88,3.3,2.5,0.3306,0.2885
3890536,1.62,4.2,5.25,0.5902,0.2277
3890535,1.8,3.75,4.33,0.5275,0.2532
3890534,3.0,3.3,2.4,0.3165,0.2878
3890533,9.0,4.5,1.4,0.1061,0.2121
3890532,1.91,3.4,4.33,0.4993,0.2805
3890531,1.95,3.3,4.33,0.4899,0.2895
3890530,4.75,4.2,1.65,0.1996,0.2258
3890529,2.6,3.5,2.63,0.3661,0.272
3890528,1.33,5.25,9.0,0.7137,0.1808
3890527,2.1,3.4,3.6,0.4543,0.2806
3890526,1.18,7.5,15.0,0.8091,0.1273
3890525,2.55,3.2,2.88,0.3728,0.2971
3890524,2.38,3.4,3.0,0.4011,0.2807
3890523,2.5,3.5,2.75,0.3812,0.2723
3890522,2.45,3.6,2.75,0.3889,0.2647
3890521,1.36,5.25,8.0,0.6998,0.1813
3890520,5.5,4.0,1.62,0.1733,0.2383
3890519,3.1,3.25,2.3,0.3029,0.2889
3890518,4.2,4.0,1.73,0.2233,0.2345
3890517,3.2,3.4,2.2,0.2945,0.2772
3890516,6.0,4.33,1.5,0.1566,0.217
3890514,2.05,3.4,3.5,0.4569,0.2755
3890513,2.2,3.4,3.25,0.4303,0.2784
3890512,2.3,3.25,3.1,0.4082,0.2889
3890510,1.83,3.6,4.33,0.5179,0.2633
3890509,2.38,3.3,3.1,0.4018,0.2898
3890508,2.75,3.0,2.7,0.3407,0.3123
3890507,1.2,7.0,13.0,0.7913,0.1357
3890506,3.4,3.3,2.2,0.2797,0.2881
3890504,3.1,3.25,2.38,0.3071,0.2929
3890503,2.1,3.4,3.6,0.4543,0.2806
3890502,2.0,3.2,4.0,0.4706,0.2941
3890501,6.5,4.33,1.5,0.1463,0.2196
3890500,2.3,3.5,2.9,0.4081,0.2682
3890499,2.25,3.4,3.2,0.4229,0.2798
3890498,1.44,4.33,8.0,0.6611,0.2199
3890497,1.85,3.6,4.33,0.5152,0.2647
3890496,2.05,3.2,4.0,0.4644,0.2975
3890495,11.0,5.0,1.29,0.0853,0.1876
3890494,2.38,3.4,3.0,0.4011,0.2807
3890493,2.45,3.5,2.8,0.3883,0.2718
3890492,1.67,3.75,5.5,0.5718,0.2546
3890491,1.36,5.0,8.5,0.6983,0.1899
3890490,3.5,3.3,2.15,0.2711,0.2875
3890489,1.13,9.0,21.0,0.8479,0.1065
3890488,1.57,4.33,5.5,0.6068,0.22
3890487,2.8,3.1,2.7,0.3401,0.3072
3890486,3.4,3.6,2.1,0.2806,0.265
3890485,3.0,3.2,2.5,0.3187,0.2988
3890484,2.4,3.2,3.0,0.3922,0.2941
3890483,2.88,3.1,2.63,0.3307,0.3072
3890482,1.75,3.6,5.0,0.5446,0.2648
3890481,3.1,3.4,2.3,0.3068,0.2797
3890480,2.4,3.2,3.1,0.3962,0.2971
3890479,2.5,3.2,3.0,0.3825,0.2988
3890478,1.73,3.8,4.75,0.5496,0.2502
3890477,2.9,3.3,2.5,0.3291,0.2892
3890476,1.91,3.6,4.0,0.498,0.2642
3890475,1.95,3.75,3.6,0.485,0.2522
3890474,1.13,9.0,21.0,0.8479,0.1065
3890473,1.85,3.6,4.33,0.5152,0.2647
3890472,1.44,4.75,7.0,0.6627,0.2009
3890471,2.05,3.8,3.4,0.4668,0.2518
3890470,1.85,3.6,4.33,0.5152,0.2647
3890469,2.25,3.4,3.3,0.4267,0.2824
3890468,8.0,4.75,1.4,0.1191,0.2005
3890467,2.5,3.1,3.0,0.3788,0.3055
3890466,4.2,3.75,1.85,0.2278,0.2551
3890465,3.2,3.4,2.25,0.2973,0.2798
3890464,1.18,7.0,17.0,0.8078,0.1362
3890463,3.75,3.5,2.0,0.2534,0.2715
3890462,2.7,3.4,2.6,0.353,0.2804
3890461,2.4,3.0,3.3,0.3957,0.3165
3890460,1.53,4.0,6.5,0.6181,0.2364
3890459,2.1,3.4,3.6,0.4543,0.2806
3890458,9.0,4.5,1.4,0.1061,0.2121
3890457,2.1,3.3,3.75,0.4553,0.2897
3890456,3.4,3.5,2.1,0.2785,0.2706
3890455,2.15,3.75,3.1,0.4411,0.2529
3890454,2.63,3.3,2.75,0.3632,0.2895
3890453,1.08,12.0,26.0,0.8838,0.0795
3890452,2.4,3.4,2.9,0.3947,0.2786
3890451,2.75,3.3,2.6,0.3459,0.2882
3890450,1.91,3.6,4.0,0.498,0.2642
3890449,2.1,3.3,3.6,0.4505,0.2867
3890448,2.25,3.5,3.0,0.4179,0.2687
3890447,3.3,3.6,2.1,0.2867,0.2628
3890446,13.0,6.0,1.22,0.0723,0.1568
3890445,1.73,3.6,5.25,0.5525,0.2655
3890444,4.75,3.75,1.75,0.2008,0.2543
3890443,2.2,3.5,3.25,0.4337,0.2726
3890442,1.14,8.5,17.0,0.8325,0.1117
3890441,2.1,3.5,3.5,0.4545,0.2727
3890440,1.91,3.8,3.8,0.4987,0.2507
3890439,2.9,3.4,2.45,0.3293,0.2809
3890438,2.5,3.2,3.0,0.3825,0.2988
3890437,2.0,3.3,4.0,0.4748,0.2878
3890436,2.5,3.1,3.1,0.3827,0.3086
3890435,6.5,4.33,1.5,0.1463,0.2196
3890434,2.75,3.3,2.6,0.3459,0.2882
3890433,2.7,3.6,2.5,0.3534,0.265
3890432,2.45,3.5,2.8,0.3883,0.2718
3890431,5.25,4.2,1.6,0.1808,0.226
3890430,1.7,4.0,4.5,0.5547,0.2357
3890429,1.57,4.0,5.75,0.6004,0.2357
3890428,1.08,13.0,21.0,0.8814,0.0732
3890427,1.25,6.0,12.0,0.7619,0.1587
3890426,1.95,3.6,4.0,0.4928,0.2669
3890425,2.5,3.3,2.8,0.3773,0.2858
3890424,3.4,3.4,2.15,0.2792,0.2792
3890423,1.95,3.6,3.8,0.4867,0.2636
3890422,1.17,7.0,19.0,0.8139,0.136
3890421,2.6,3.4,2.7,0.3666,0.2804
3890420,3.6,3.5,2.05,0.2642,0.2718
3890419,1.67,4.0,5.0,0.5709,0.2384
3890418,2.3,3.3,3.2,0.414,0.2885
3890417,4.5,4.2,1.7,0.2119,0.2271
3890416,2.4,3.2,3.1,0.3962,0.2971
3890415,4.33,3.8,1.8,0.22,0.2507
3890414,2.2,3.3,3.4,0.4322,0.2881
3890413,2.15,3.5,3.3,0.4413,0.2711
3890412,13.0,6.5,1.22,0.0732,0.1465
3890410,1.5,4.33,6.5,0.634,0.2196
3890409,4.75,3.5,1.8,0.2002,0.2716
3890408,3.5,3.6,2.0,0.2687,0.2612
3890407,15.0,6.5,1.2,0.0633,0.146
3890406,7.0,4.75,1.44,0.1363,0.2009
3890405,2.25,3.4,3.2,0.4229,0.2798
3890404,2.4,3.3,3.0,0.3957,0.2878
3890403,1.67,4.0,5.0,0.5709,0.2384
3890400,2.5,3.3,2.88,0.3809,0.2885
3890399,1.07,13.0,29.0,0.8935,0.0735
3890398,3.1,3.1,2.5,0.3086,0.3086
3890395,1.95,3.75,3.75,0.4902,0.2549
3890394,2.05,3.6,3.5,0.464,0.2642
3890393,1.91,3.4,4.33,0.4993,0.2805
3890392,1.95,3.75,3.75,0.4902,0.2549
3890391,2.2,3.3,3.4,0.4322,0.2881
3890390,3.75,3.4,2.05,0.2543,0.2805
3890389,2.25,3.3,3.3,0.4231,0.2885
3890388,4.0,4.33,1.75,0.2376,0.2195
3890387,9.0,5.25,1.33,0.1055,0.1808
3890386,2.25,3.4,3.2,0.4229,0.2798
3890383,3.3,3.4,2.2,0.2881,0.2797
3890382,1.62,4.2,5.25,0.5902,0.2277
3890381,2.2,3.5,3.2,0.4318,0.2714
3890380,2.6,3.2,2.8,0.3648,0.2964
3890379,2.25,3.4,3.2,0.4229,0.2798
3890378,1.08,11.0,26.0,0.8774,0.0861
3890377,3.1,3.5,2.25,0.3064,0.2714
3890376,2.9,3.1,2.6,0.3278,0.3066
3890375,2.0,3.5,3.8,0.4767,0.2724
3890374,2.05,3.25,4.0,0.4666,0.2943
3890373,1.5,4.2,7.0,0.6364,0.2273
3890372,1.95,3.8,3.6,0.4867,0.2497
3890371,2.15,3.5,3.3,0.4413,0.2711
3890370,3.8,3.6,1.95,0.2497,0.2636
3890369,13.0,6.5,1.22,0.0732,0.1465
3890368,1.57,4.0,5.75,0.6004,0.2357
3890367,8.5,5.0,1.36,0.1117,0.1899
3890366,2.2,3.4,3.3,0.4322,0.2797
3890365,1.3,6.0,8.5,0.7301,0.1582
3890364,1.1,11.0,21.0,0.8678,0.0868
3890363,1.62,3.8,6.0,0.5895,0.2513
3890362,2.1,3.6,3.4,0.4543,0.265
3890361,3.3,3.6,2.15,0.2897,0.2656
3890360,2.75,3.0,2.8,0.345,0.3162
3890359,1.5,4.33,6.5,0.634,0.2196
3890358,2.63,3.3,2.7,0.3609,0.2876
3890357,1.67,4.0,5.0,0.5709,0.2384
3890356,2.0,3.3,4.0,0.4748,0.2878
3890355,1.8,3.5,4.75,0.5282,0.2716
3890354,2.3,3.4,3.1,0.4135,0.2797
3890353,7.5,5.0,1.4,0.1273,0.1909
3890352,2.05,3.5,3.4,0.4569,0.2676
3890351,3.0,3.3,2.4,0.3165,0.2878
3890350,2.63,3.4,2.7,0.364,0.2815
3890349,15.0,8.0,1.17,0.0637,0.1195
3890348,2.15,3.5,3.3,0.4413,0.2711
3890347,1.2,7.0,13.0,0.7913,0.1357
3890346,1.57,4.33,5.5,0.6068,0.22
3890345,2.5,3.4,2.8,0.3805,0.2798
3890344,2.05,3.5,3.6,0.464,0.2718
3890343,2.4,3.2,3.1,0.3962,0.2971
3890342,4.75,3.75,1.75,0.2008,0.2543
3890341,1.1,9.0,29.0,0.862,0.1054
3890340,2.1,3.6,3.4,0.4543,0.265
3890339,1.95,3.5,4.0,0.4891,0.2725
3890338,1.8,3.75,4.33,0.5275,0.2532
3890337,4.75,3.5,1.8,0.2002,0.2716
3890336,1.75,3.75,4.75,0.5449,0.2543
3890335,1.62,4.33,5.0,0.5889,0.2203
3890334,2.45,3.4,2.88,0.3889,0.2802
3890333,1.8,3.5,4.75,0.5282,0.2716
3890332,17.0,7.0,1.18,0.0561,0.1362
3890331,5.75,4.75,1.5,0.1655,0.2003
3890330,1.4,4.75,8.0,0.6804,0.2005
3890329,1.5,4.33,6.5,0.634,0.2196
3890328,1.73,3.8,4.8,0.5508,0.2507
3890327,2.45,3.75,2.65,0.3879,0.2534
3890326,2.5,3.25,2.9,0.38,0.2923
3890325,2.6,3.4,2.7,0.3666,0.2804
3890324,2.2,3.2,3.5,0.4318,0.2968
3890323,2.6,3.4,2.7,0.3666,0.2804
3890322,3.1,3.25,2.4,0.3081,0.2939
3890321,1.14,8.5,17.0,0.8325,0.1117
3890320,1.95,3.5,4.0,0.4891,0.2725
3890319,1.4,4.75,8.0,0.6804,0.2005
3890318,2.1,3.5,3.4,0.4509,0.2706
3890317,2.88,3.5,2.4,0.3308,0.2722
3890316,12.0,6.0,1.25,0.0794,0.1587
3890315,3.8,3.6,1.95,0.2497,0.2636
3890314,2.25,3.5,3.1,0.4222,0.2714
3890313,2.05,3.3,3.8,0.4628,0.2875
3890312,1.53,4.33,6.0,0.6218,0.2197
3890311,1.83,3.8,4.2,0.5216,0.2512
3890310,7.0,4.75,1.44,0.1363,0.2009
3890309,2.88,3.5,2.4,0.3308,0.2722
3890308,2.15,3.4,3.4,0.4416,0.2792
3890307,2.63,3.25,2.8,0.3638,0.2944
3890306,2.38,3.25,3.1,0.4,0.2929
3890305,1.25,6.0,12.0,0.7619,0.1587
3890304,2.3,3.3,3.25,0.4159,0.2898
3890303,2.63,3.5,2.6,0.3619,0.272
3890302,2.0,3.5,3.75,0.4751,0.2715
3890301,1.73,4.0,4.5,0.5504,0.238
3890300,2.05,3.5,3.6,0.464,0.2718
3890299,2.4,3.3,3.0,0.3957,0.2878
3890298,1.5,4.33,6.5,0.634,0.2196
3890297,2.5,3.5,2.75,0.3812,0.2723
3890296,19.0,7.0,1.17,0.0501,0.136
3890295,2.15,3.5,3.3,0.4413,0.2711
3890294,1.95,3.75,3.75,0.4902,0.2549
3890293,1.85,3.75,4.2,0.5171,0.2551
3890292,7.5,4.5,1.44,0.127,0.2116
3890291,4.0,3.6,1.91,0.2378,0.2642
3890290,2.5,3.4,2.8,0.3805,0.2798
3890289,2.3,3.3,3.2,0.414,0.2885
3890288,1.25,6.0,13.0,0.7666,0.1597
3890286,1.67,4.0,5.0,0.5709,0.2384
3890285,3.2,3.4,2.25,0.2973,0.2798
3890284,1.2,6.5,17.0,0.7967,0.1471
3890283,3.0,3.3,2.4,0.3165,0.2878
3890281,2.0,3.4,3.8,0.4729,0.2782
3890280,1.83,3.5,4.5,0.5183,0.271
3890279,1.95,3.6,3.8,0.4867,0.2636
3890278,1.33,5.25,9.0,0.7137,0.1808
3890277,2.0,3.8,3.5,0.4767,0.2509
3890276,1.67,4.0,5.0,0.5709,0.2384
3890275,7.0,4.5,1.45,0.1354,0.2107
3890274,4.2,3.8,1.83,0.2273,0.2512
3890273,4.2,3.75,1.83,0.2265,0.2537
3890272,2.25,3.4,3.25,0.4248,0.2811
3890271,1.44,4.5,7.5,0.6614,0.2116
3890270,9.5,6.0,1.25,0.0982,0.1555
3890267,1.44,4.75,7.0,0.6627,0.2009
3890266,2.05,3.3,3.8,0.4628,0.2875
3890265,2.0,3.4,3.9,0.476,0.28
3890264,3.0,3.4,2.38,0.3182,0.2807
3890263,2.05,3.4,3.75,0.4652,0.2805
3890262,2.5,3.3,2.9,0.3817,0.2892
3890261,1.73,3.75,5.0,0.5533,0.2553
3890260,1.5,4.33,6.5,0.634,0.2196
3890259,1.08,11.0,29.0,0.8807,0.0865
3825848,2.38,3.1,3.25,0.4,0.3071
3825895,3.3,3.4,2.2,0.2881,0.2797
3825894,2.3,3.3,3.2,0.414,0.2885
3825855,2.2,3.2,3.5,0.4318,0.2968
3825908,2.0,3.6,3.7,0.4771,0.265
3825883,1.8,3.75,4.5,0.5319,0.2553
3825900,1.44,4.5,7.5,0.6614,0.2116
3825902,1.33,5.25,9.0,0.7137,0.1808
3825876,5.0,3.8,1.7,0.1902,0.2503
3825846,13.0,8.0,1.18,0.0733,0.1191
3825869,1.33,5.75,8.0,0.7155,0.1655
3825882,1.75,3.75,4.5,0.5389,0.2515
3825849,1.95,3.75,3.75,0.4902,0.2549
3825860,17.0,6.5,1.2,0.0562,0.1471
3825847,2.25,3.2,3.4,0.4229,0.2973
3825817,2.1,3.25,3.75,0.4533,0.2929
3825778,2.05,3.3,3.8,0.4628,0.2875
3825777,2.2,3.3,3.4,0.4322,0.2881
3825740,1.83,3.5,4.5,0.5183,0.271
3825875,1.73,3.75,5.0,0.5533,0.2553
3825884,1.5,4.33,6.5,0.634,0.2196
3825842,3.4,3.2,2.25,0.2798,0.2973
3825890,1.33,5.0,11.0,0.721,0.1918
3825871,2.25,3.3,3.3,0.4231,0.2885
3825896,1.95,3.5,3.8,0.483,0.2691
3825841,1.53,4.2,6.0,0.6176,0.225
3825843,1.85,3.75,4.2,0.5171,0.2551
3825839,3.1,3.4,2.3,0.3068,0.2797
3825838,4.0,3.3,2.0,0.2374,0.2878
3825840,1.62,4.2,5.25,0.5902,0.2277
3825837,2.1,3.5,3.5,0.4545,0.2727
3825836,2.6,3.3,2.75,0.3659,0.2882
3825835,2.3,3.25,3.25,0.414,0.293
3825834,1.22,6.0,15.0,0.7784,0.1583
3825906,1.53,4.2,6.0,0.6176,0.225
3825897,2.7,3.25,2.7,0.3533,0.2935
3825889,1.6,4.2,5.5,0.5981,0.2279
3825833,9.5,6.0,1.29,0.1005,0.1592
3825857,2.45,3.3,3.0,0.3908,0.2901
3825863,2.05,3.3,3.6,0.4565,0.2836
3825829,1.53,4.0,6.0,0.6107,0.2336
3825830,1.5,3.8,7.5,0.6271,0.2475
3825832,3.1,3.25,2.3,0.3029,0.2889
3825831,2.2,3.4,3.2,0.4283,0.2772
3825828,4.0,3.1,2.05,0.2358,0.3042
3825827,2.05,3.25,3.75,0.4593,0.2897
3825826,2.3,3.2,3.3,0.414,0.2975
3825825,2.1,3.25,3.75,0.4533,0.2929
3825824,3.1,3.0,2.55,0.3078,0.318
3825823,1.62,4.0,5.5,0.5884,0.2383
3825905,1.85,3.4,4.75,0.5172,0.2814
3825822,2.38,3.25,3.1,0.4,0.2929
3825821,3.1,3.4,2.3,0.3068,0.2797
3825820,1.33,5.5,8.5,0.7152,0.1729
3825819,2.3,3.5,3.0,0.4126,0.2711
3825818,1.67,3.5,6.0,0.5696,0.2718
3825887,2.15,3.4,3.4,0.4416,0.2792
3825907,8.5,3.6,1.53,0.1121,0.2648
3825903,2.6,3.1,2.9,0.3656,0.3066
3825816,1.73,3.75,5.0,0.5533,0.2553
3825815,2.63,3.25,2.8,0.3638,0.2944
3825858,2.2,3.6,3.1,0.4309,0.2633
3825813,1.25,5.5,15.0,0.763,0.1734
3825814,2.1,3.4,3.5,0.4509,0.2785
3825812,1.62,3.8,6.0,0.5895,0.2513
3825811,1.95,3.5,4.0,0.4891,0.2725
3825807,4.0,3.3,2.0,0.2374,0.2878
3825809,2.1,3.4,3.6,0.4543,0.2806
3825810,1.57,3.75,7.0,0.6087,0.2548
3825808,4.0,3.3,2.0,0.2374,0.2878
3825804,2.5,3.1,3.0,0.3788,0.3055
3825867,3.8,3.5,2.0,0.2509,0.2724
3825805,1.62,3.75,6.0,0.5875,0.2538
3825784,1.53,3.8,7.5,0.6224,0.2506
3825782,2.88,3.2,2.55,0.3301,0.2971
3825757,1.1,11.0,21.0,0.8678,0.0868
3825641,1.53,4.0,7.0,0.6246,0.2389
3825803,2.1,3.3,3.75,0.4553,0.2897
3825800,2.2,3.3,3.4,0.4322,0.2881
3825801,1.4,4.75,8.0,0.6804,0.2005
3825799,2.05,3.3,3.8,0.4628,0.2875
3825797,1.53,4.0,7.0,0.6246,0.2389
3825798,7.0,4.75,1.44,0.1363,0.2009
3825796,2.05,3.4,3.75,0.4652,0.2805
3825795,1.4,4.33,9.0,0.6762,0.2186
3825793,2.3,3.2,3.3,0.414,0.2975
3825792,1.8,3.5,4.75,0.5282,0.2716
3825794,1.67,3.6,5.75,0.57,0.2644
3825788,3.2,3.3,2.3,0.2975,0.2885
3825791,2.2,3.3,3.4,0.4322,0.2881
3825790,2.3,3.2,3.3,0.414,0.2975
3825787,1.73,3.6,5.25,0.5525,0.2655
3825789,2.2,3.25,3.5,0.4337,0.2936
3825786,1.75,3.6,5.0,0.5446,0.2648
3825781,3.1,3.6,2.2,0.3058,0.2633
3825785,4.75,3.8,1.73,0.2002,0.2502
3825783,1.8,3.5,4.75,0.5282,0.2716
3825780,2.38,3.3,3.0,0.3977,0.2868
3825779,2.0,3.5,3.8,0.4767,0.2724
3825773,1.8,3.5,4.75,0.5282,0.2716
3825776,1.33,5.0,10.0,0.7148,0.1901
3825775,1.53,4.0,6.5,0.6181,0.2364
3825769,2.05,3.3,3.8,0.4628,0.2875
3825770,1.29,6.0,9.5,0.7403,0.1592
3825768,2.38,3.4,3.0,0.4011,0.2807
3825736,1.62,4.0,5.5,0.5884,0.2383
3825731,2.7,3.1,2.8,0.3527,0.3072
3825685,2.3,3.3,3.25,0.4159,0.2898
3825678,7.5,5.0,1.4,0.1273,0.1909
3825643,1.09,11.0,23.0,0.8722,0.0864
3825642,5.5,3.4,1.7,0.1709,0.2764
3825638,1.57,3.8,6.5,0.6043,0.2497
3825614,2.6,3.2,2.8,0.3648,0.2964
3825612,1.95,3.3,4.2,0.4866,0.2875
3825607,2.9,3.1,2.6,0.3278,0.3066
3825595,2.0,3.5,3.75,0.4751,0.2715
3825579,2.8,3.2,2.63,0.3402,0.2977
3825572,1.1,10.0,26.0,0.8678,0.0955
3825774,6.5,3.8,1.57,0.146,0.2497
3825772,1.75,3.6,5.0,0.5446,0.2648
3825771,1.8,3.5,4.75,0.5282,0.2716
3825767,2.7,3.1,2.8,0.3527,0.3072
3825706,2.38,3.3,2.9,0.3934,0.2837
3825712,2.5,3.2,2.88,0.3775,0.2949
3825708,2.75,3.0,2.75,0.3429,0.3143
3825707,2.0,3.3,3.75,0.4674,0.2833
3825705,1.85,3.5,4.2,0.5079,0.2684
3825711,6.5,3.8,1.53,0.1437,0.2458
3825703,1.4,4.5,9.0,0.6818,0.2121
3825700,1.1,11.0,21.0,0.8678,0.0868
3825701,5.25,3.5,1.75,0.1818,0.2727
3825702,2.4,3.2,3.1,0.3962,0.2971
3825704,3.2,3.3,2.3,0.2975,0.2885
3825891,2.05,3.4,3.75,0.4652,0.2805
3825699,3.75,3.5,2.0,0.2534,0.2715
3825697,1.67,3.75,5.5,0.5718,0.2546
3825698,2.0,3.3,4.0,0.4748,0.2878
3825694,2.45,3.2,3.0,0.3873,0.2965
3825693,1.57,3.75,7.0,0.6087,0.2548
3825696,2.3,3.25,3.25,0.414,0.293
3825695,5.0,4.2,1.65,0.1915,0.228
3825689,1.53,4.33,6.0,0.6218,0.2197
3825690,2.15,3.3,3.5,0.4413,0.2875
3825692,1.36,5.0,8.5,0.6983,0.1899
3825691,2.1,3.1,4.0,0.454,0.3076
3825688,2.88,3.2,2.6,0.3325,0.2992
3825687,2.0,3.5,3.8,0.4767,0.2724
3825683,1.85,3.5,4.5,0.5155,0.2725
3825686,1.45,4.33,7.5,0.6544,0.2191
3825684,1.57,3.8,6.5,0.6043,0.2497
3825681,1.1,11.0,21.0,0.8678,0.0868
3825682,7.0,3.75,1.57,0.1365,0.2548
3825680,3.0,3.3,2.4,0.3165,0.2878
3825677,1.75,4.0,4.33,0.543,0.2376
3825675,3.1,3.4,2.3,0.3068,0.2797
3825676,3.0,3.3,2.4,0.3165,0.2878
3825674,1.22,6.0,15.0,0.7784,0.1583
3825673,2.3,3.3,3.2,0.414,0.2885
3825671,1.4,5.0,7.5,0.6818,0.1909
3825672,1.83,3.4,4.75,0.5199,0.2798
3825670,2.05,3.4,3.75,0.4652,0.2805
3825669,2.4,3.3,3.0,0.3957,0.2878
3825668,2.2,3.2,3.5,0.4318,0.2968
3825666,5.5,3.8,1.67,0.1742,0.2521
3825665,3.75,3.3,2.1,0.255,0.2897
3825667,1.53,4.0,7.0,0.6246,0.2389
3825664,2.63,3.3,2.7,0.3609,0.2876
3825662,3.3,3.4,2.2,0.2881,0.2797
3825888,1.44,4.2,7.5,0.6515,0.2234
3825663,2.4,3.2,3.1,0.3962,0.2971
3825659,1.44,4.5,7.5,0.6614,0.2116
3825658,1.2,6.5,17.0,0.7967,0.1471
3825660,1.3,5.5,10.0,0.7319,0.173
3825661,3.6,4.0,1.91,0.2642,0.2378
3825656,2.6,3.1,2.9,0.3656,0.3066
3825657,1.95,3.5,4.0,0.4891,0.2725
3825652,2.75,3.1,2.75,0.3464,0.3073
3825623,1.62,3.75,6.0,0.5875,0.2538
3825626,2.0,3.3,4.0,0.4748,0.2878
3825616,2.38,3.1,3.3,0.4018,0.3085
3825608,3.75,3.4,2.05,0.2543,0.2805
3825601,2.25,3.4,3.2,0.4229,0.2798
3825899,3.2,3.3,2.3,0.2975,0.2885
3825852,1.95,3.5,4.0,0.4891,0.2725
3825647,1.44,4.5,7.5,0.6614,0.2116
3825637,1.11,10.0,19.0,0.8551,0.0949
3825628,2.15,3.2,3.6,0.4407,0.2961
3825619,4.33,3.4,1.91,0.2202,0.2805
3825618,2.1,3.3,3.75,0.4553,0.2897
3825611,2.1,3.3,3.75,0.4553,0.2897
3825609,2.4,3.2,3.0,0.3922,0.2941
3825598,1.25,5.5,15.0,0.763,0.1734
3825584,3.5,3.1,2.25,0.2714,0.3064
3825570,1.91,3.3,4.5,0.4992,0.2889
3825562,3.4,3.4,2.15,0.2792,0.2792
3825904,2.1,3.6,3.4,0.4543,0.265
3825901,1.2,7.5,11.0,0.788,0.1261
3825898,1.75,3.8,4.75,0.5468,0.2518
3825893,1.22,7.0,11.0,0.7781,0.1356
3825892,2.4,3.1,3.2,0.3962,0.3067
3825886,8.5,5.5,1.33,0.1119,0.1729
3825885,1.91,3.6,4.0,0.498,0.2642
3825881,2.15,3.3,3.5,0.4413,0.2875
3825880,1.91,3.4,4.33,0.4993,0.2805
3825879,9.5,5.25,1.33,0.1005,0.1818
3825878,1.33,5.0,10.0,0.7148,0.1901
3825877,1.44,4.33,8.0,0.6611,0.2199
3825874,1.44,4.33,8.0,0.6611,0.2199
3825873,2.2,3.3,3.4,0.4322,0.2881
3825872,1.4,4.33,10.0,0.6834,0.221
3825870,1.85,3.6,4.33,0.5152,0.2647
3825868,1.53,4.33,6.0,0.6218,0.2197
3825866,4.0,3.6,1.91,0.2378,0.2642
3825865,2.1,3.6,3.4,0.4543,0.265
3825864,5.0,4.0,1.67,0.1907,0.2384
3825862,2.38,3.3,3.0,0.3977,0.2868
3825861,3.5,3.6,2.05,0.2718,0.2642
3825859,1.6,3.8,6.0,0.5925,0.2495
3825856,1.17,7.5,13.0,0.8026,0.1252
3825854,1.6,3.8,5.75,0.5885,0.2478
3825853,2.88,3.75,2.3,0.3311,0.2543
3825851,2.45,3.1,3.1,0.3875,0.3062
3825850,1.5,4.2,7.0,0.6364,0.2273
3825845,2.3,3.3,3.1,0.41,0.2858
3825844,1.44,4.33,8.0,0.6611,0.2199
3825806,1.3,6.0,8.0,0.7251,0.1571
3825802,1.95,3.5,4.0,0.4891,0.2725
3825679,3.3,3.5,2.15,0.2875,0.2711
3825655,1.95,3.5,4.0,0.4891,0.2725
3825654,1.85,3.75,4.2,0.5171,0.2551
3825653,2.1,3.25,3.75,0.4533,0.2929
3825651,2.0,3.3,4.0,0.4748,0.2878
3825650,3.25,3.25,2.3,0.293,0.293
3825649,2.38,3.2,3.2,0.402,0.299
